customer_id,customer_name,customer_segment,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_segment
575,Emily Mckee,Platinum,30,5,11487.28,2,5,2,9,At Risk
327,Eric Clayton,Platinum,6,6,6437.23,1,4,4,9,At Risk
371,Javier Horton,Platinum,49,5,14672.82,3,5,1,9,Loyal Customers
326,Peter Butler,Silver,25,8,6680.77,2,3,4,9,At Risk
71,Carrie Short,Bronze,220,8,15303.67,5,3,1,9,Loyal Customers
92,Brian Ford,Bronze,44,8,9836.26,3,3,3,9,Loyal Customers
572,Abigail Warren,Platinum,39,8,5883.34,2,3,4,9,At Risk
533,Julia Miller,Gold,217,12,9805.60,5,1,3,9,New Customers
4,Noah Mayo,Gold,205,11,10295.58,5,1,3,9,New Customers
355,Heather Owens,Silver,70,10,5297.77,3,2,4,9,Potential Loyalists
228,Donna Alvarado,Platinum,38,10,4196.57,2,2,5,9,Lost
463,James Riley,Gold,23,5,10395.64,2,5,2,9,At Risk
480,Anthony Casey,Silver,71,8,8680.21,3,3,3,9,Loyal Customers
111,Robin Rodriguez,Bronze,72,8,9056.75,3,3,3,9,Loyal Customers
165,Mary Vaughn,Gold,50,7,10250.14,3,3,3,9,Loyal Customers
143,Brandon Kim,Bronze,195,10,11578.55,5,2,2,9,New Customers
271,Darren Jacobson,Bronze,74,6,12989.71,3,4,2,9,Loyal Customers
366,Julia Price,Bronze,8,5,8776.68,1,5,3,9,At Risk
166,Teresa Anderson,Bronze,3,5,7869.26,1,5,3,9,At Risk
243,Perry Larson,Gold,23,5,10833.60,2,5,2,9,At Risk
372,Laura Rivas,Silver,29,6,10108.64,2,4,3,9,At Risk
180,Andre Nunez,Silver,41,8,8842.16,3,3,3,9,Loyal Customers
322,Richard Sandoval,Platinum,181,10,11971.20,5,2,2,9,New Customers
76,Renee Brown,Bronze,8,6,5015.90,1,4,4,9,At Risk
74,Gerald Reeves,Silver,22,5,12307.35,2,5,2,9,At Risk
61,Lisa Monroe,Gold,4,5,10156.00,1,5,3,9,At Risk
73,Alyssa Sanders,Silver,22,9,4210.48,2,2,5,9,Lost
319,Ryan Simmons,Gold,84,11,7857.89,4,1,4,9,New Customers
7,Samantha George,Gold,3,7,5504.36,1,4,4,9,At Risk
138,Wayne Price,Bronze,21,8,6335.69,2,3,4,9,At Risk
303,Michael Hernandez,Gold,168,8,18588.26,5,3,1,9,Loyal Customers
224,Jeffrey Roberts,Bronze,376,9,15267.30,5,3,1,9,Loyal Customers
261,Ashlee Coffey,Bronze,88,9,9132.56,4,2,3,9,New Customers
558,Edward Foley,Bronze,33,7,10169.12,2,4,3,9,At Risk
304,Anita Graham,Bronze,29,7,9476.14,2,4,3,9,At Risk
199,Raymond Goodman,Silver,157,9,12478.15,5,2,2,9,New Customers
496,Jason Stone,Bronze,53,7,7905.56,3,3,3,9,Loyal Customers
487,Steven Church,Bronze,96,7,15990.18,4,4,1,9,Loyal Customers
286,Elizabeth Roberts,Gold,19,6,9624.99,2,4,3,9,At Risk
350,John Peterson,Bronze,97,7,14021.94,4,4,1,9,Loyal Customers
79,Robert Estes,Bronze,0,7,6179.60,1,4,4,9,At Risk
273,Cassandra Clarke,Bronze,28,7,8845.82,2,4,3,9,At Risk
312,Rebecca Wood,Gold,100,9,8582.53,4,2,3,9,New Customers
246,Donald Bush,Gold,34,7,9104.31,2,4,3,9,At Risk
490,Daniel Lewis,Platinum,102,9,8029.75,4,2,3,9,New Customers
289,Marie Pope,Silver,0,8,3269.18,1,3,5,9,At Risk
462,Melissa Hopkins,Platinum,146,7,12015.18,4,3,2,9,Loyal Customers
513,Jose Garcia,Gold,146,7,10393.57,4,3,2,9,Loyal Customers
542,Maria Hardy,Platinum,139,9,9045.22,4,2,3,9,New Customers
260,Alex Smith,Silver,13,7,5425.33,1,4,4,9,At Risk
522,Taylor Johnson,Bronze,18,8,6479.50,2,3,4,9,At Risk
590,Patricia Adkins,Bronze,136,8,12775.82,4,3,2,9,Loyal Customers
428,Dawn Wilcox,Bronze,110,9,8748.29,4,2,3,9,New Customers
53,Gloria Wells,Bronze,136,9,9810.75,4,2,3,9,New Customers
526,Angela Rowe,Gold,13,4,8335.20,1,5,3,9,At Risk
595,Katie Lopez,Bronze,273,12,10120.94,5,1,3,9,New Customers
146,Amy Lopez,Silver,134,9,8289.48,4,2,3,9,New Customers
144,Pamela Martin,Bronze,45,9,6563.93,3,2,4,9,Potential Loyalists
548,John Gill,Silver,1,7,5085.50,1,4,4,9,At Risk
581,David Pollard,Gold,272,8,17731.92,5,3,1,9,Loyal Customers
259,Sara Cole,Bronze,130,7,11073.28,4,3,2,9,Loyal Customers
65,Monique Williams,Platinum,128,11,7836.26,4,1,4,9,New Customers
241,James Campbell,Platinum,3,6,7101.35,1,4,4,9,At Risk
281,Anna Johnson,Bronze,126,10,8484.62,4,2,3,9,New Customers
411,Tina Walker,Silver,60,9,5567.80,3,2,4,9,Potential Loyalists
309,Lee Miller,Silver,27,10,3062.15,2,2,5,9,Lost
318,Deborah Best,Silver,4,9,4796.13,1,2,5,8,Lost
108,Kirsten Ward,Silver,199,11,12977.08,5,1,2,8,New Customers
196,Jesse Jackson,Platinum,94,10,11922.55,4,2,2,8,New Customers
272,Pamela Thomas,Gold,84,14,9968.64,4,1,3,8,New Customers
395,David Miller,Silver,100,7,17400.94,4,3,1,8,Loyal Customers
576,Kelly Jenkins,Bronze,10,8,5799.55,1,3,4,8,At Risk
585,Christopher Hayes,Silver,152,9,12890.85,4,2,2,8,New Customers
477,David Holmes,Silver,18,7,10269.77,2,3,3,8,At Risk
175,Alexander King,Bronze,94,9,12553.52,4,2,2,8,New Customers
41,Laura Pearson,Gold,170,10,16166.60,5,2,1,8,New Customers
22,Dennis Marshall,Silver,11,8,6131.72,1,3,4,8,At Risk
560,Tanya Hunter,Silver,32,8,8129.87,2,3,3,8,At Risk
18,Michael Hicks,Gold,92,9,12090.09,4,2,2,8,New Customers
340,Logan Scott,Bronze,103,10,13199.48,4,2,2,8,New Customers
134,Tami Clark,Bronze,103,10,10711.69,4,2,2,8,New Customers
83,Joseph Rios,Silver,34,9,7436.22,2,2,4,8,Lost
221,Tracey Lewis,Platinum,3,7,9754.94,1,4,3,8,At Risk
568,Jeremy Ellis,Silver,36,8,8043.66,2,3,3,8,At Risk
445,Chris Kirk,Bronze,140,10,12026.33,4,2,2,8,New Customers
34,Eric Thompson,Platinum,10,7,7184.73,1,3,4,8,At Risk
85,Hannah Burns,Gold,194,13,11271.98,5,1,2,8,New Customers
279,Robert Fleming,Silver,9,7,6600.15,1,3,4,8,At Risk
162,Catherine Taylor,Bronze,27,6,10542.15,2,4,2,8,At Risk
409,Joel Gregory,Bronze,17,8,8088.56,2,3,3,8,At Risk
499,Mckenzie Guerrero,Bronze,110,9,11070.88,4,2,2,8,New Customers
530,Christopher Smith,Bronze,64,9,7917.21,3,2,3,8,Potential Loyalists
579,Dean Cruz,Bronze,40,7,11475.18,2,4,2,8,At Risk
223,Robert Parrish,Gold,39,8,9526.26,2,3,3,8,At Risk
2,Helen Peterson,Silver,43,10,9423.65,3,2,3,8,Potential Loyalists
258,Jessica Jackson,Platinum,6,7,6244.84,1,3,4,8,At Risk
519,Cynthia Wilkinson,Platinum,4,8,6559.64,1,3,4,8,At Risk
